Model,MDO3052
Firmware Version,1.14

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,2e-06
Horizontal Delay,4.98e-06
Sample Interval,2e-09
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Vertical Position,-0.92
,
,
,
Label,
TIME,CH1
9.820000e-06,0.102
9.822000e-06,0.108
9.824000e-06,0.096
9.826000e-06,0.102
9.828000e-06,0.082
9.830000e-06,0.094
9.832000e-06,0.07
9.834000e-06,0.08
9.836000e-06,0.058
9.838000e-06,0.068
9.840000e-06,0.052
9.842000e-06,0.06
9.844000e-06,0.046
9.846000e-06,0.052
9.848000e-06,0.038
9.850000e-06,0.046
9.852000e-06,0.028
9.854000e-06,0.038
9.856000e-06,0.02
9.858000e-06,0.032
9.860000e-06,0.014
9.862000e-06,0.02
9.864000e-06,0.006
9.866000e-06,0.014
9.868000e-06,0
9.870000e-06,0.008
9.872000e-06,-0.006
9.874000e-06,0
9.876000e-06,-0.012
9.878000e-06,-0.006
9.880000e-06,-0.018
9.882000e-06,-0.014
9.884000e-06,-0.024
9.886000e-06,-0.018
9.888000e-06,-0.028
9.890000e-06,-0.022
9.892000e-06,-0.032
9.894000e-06,-0.028
9.896000e-06,-0.034
9.898000e-06,-0.032
9.900000e-06,-0.038
9.902000e-06,-0.034
9.904000e-06,-0.042
9.906000e-06,-0.038
9.908000e-06,-0.048
9.910000e-06,-0.042
9.912000e-06,-0.05
9.914000e-06,-0.046
9.916000e-06,-0.052
9.918000e-06,-0.048
9.920000e-06,-0.052
9.922000e-06,-0.05
9.924000e-06,-0.052
9.926000e-06,-0.05
9.928000e-06,-0.054
9.930000e-06,-0.052
9.932000e-06,-0.056
9.934000e-06,-0.054
9.936000e-06,-0.06
9.938000e-06,-0.054
9.940000e-06,-0.06
9.942000e-06,-0.056
9.944000e-06,-0.06
9.946000e-06,-0.056
9.948000e-06,-0.062
9.950000e-06,-0.058
9.952000e-06,-0.064
9.954000e-06,-0.06
9.956000e-06,-0.064
9.958000e-06,-0.058
9.960000e-06,-0.062
9.962000e-06,-0.06
9.964000e-06,-0.062
9.966000e-06,-0.06
9.968000e-06,-0.062
9.970000e-06,-0.06
9.972000e-06,-0.06
9.974000e-06,-0.058
9.976000e-06,-0.058
9.978000e-06,-0.056
9.980000e-06,-0.054
9.982000e-06,-0.048
9.984000e-06,-0.05
9.986000e-06,-0.046
9.988000e-06,-0.044
9.990000e-06,-0.036
9.992000e-06,-0.036
9.994000e-06,-0.01
9.996000e-06,0
9.998000e-06,0.06
1.000000e-05,0.07
1.000200e-05,0.138
1.000400e-05,0.142
1.000600e-05,0.162
1.000800e-05,0.142
1.001000e-05,0.162
1.001200e-05,0.118
1.001400e-05,0.14
1.001600e-05,0.108
1.001800e-05,0.116
1.002000e-05,0.104
1.002200e-05,0.108
1.002400e-05,0.094
1.002600e-05,0.106
1.002800e-05,0.082
1.003000e-05,0.094
1.003200e-05,0.07
1.003400e-05,0.082
1.003600e-05,0.058
1.003800e-05,0.07
1.004000e-05,0.052
1.004200e-05,0.06
1.004400e-05,0.044
1.004600e-05,0.052
1.004800e-05,0.036
1.005000e-05,0.046
1.005200e-05,0.03
1.005400e-05,0.038
1.005600e-05,0.022
1.005800e-05,0.028
1.006000e-05,0.014
1.006200e-05,0.022
1.006400e-05,0.008
1.006600e-05,0.014
1.006800e-05,0.002
1.007000e-05,0.008
1.007200e-05,-0.006
1.007400e-05,0.002
1.007600e-05,-0.012
1.007800e-05,-0.006
1.008000e-05,-0.018
1.008200e-05,-0.012
1.008400e-05,-0.024
1.008600e-05,-0.016
1.008800e-05,-0.028
1.009000e-05,-0.022
1.009200e-05,-0.032
1.009400e-05,-0.026
1.009600e-05,-0.036
1.009800e-05,-0.032
1.010000e-05,-0.04
1.010200e-05,-0.036
1.010400e-05,-0.044
1.010600e-05,-0.038
1.010800e-05,-0.048
1.011000e-05,-0.044
1.011200e-05,-0.052
1.011400e-05,-0.048
1.011600e-05,-0.052
1.011800e-05,-0.048
1.012000e-05,-0.052
1.012200e-05,-0.05
1.012400e-05,-0.054
1.012600e-05,-0.05
1.012800e-05,-0.056
1.013000e-05,-0.052
1.013200e-05,-0.058
1.013400e-05,-0.052
1.013600e-05,-0.058
1.013800e-05,-0.054
1.014000e-05,-0.058
1.014200e-05,-0.056
1.014400e-05,-0.06
1.014600e-05,-0.058
1.014800e-05,-0.062
1.015000e-05,-0.058
1.015200e-05,-0.062
1.015400e-05,-0.058
1.015600e-05,-0.062
1.015800e-05,-0.058
1.016000e-05,-0.064
1.016200e-05,-0.06
1.016400e-05,-0.064
1.016600e-05,-0.06
1.016800e-05,-0.062
1.017000e-05,-0.058
1.017200e-05,-0.062
1.017400e-05,-0.058
1.017600e-05,-0.06
1.017800e-05,-0.056
1.018000e-05,-0.056
1.018200e-05,-0.05
1.018400e-05,-0.052
1.018600e-05,-0.046
1.018800e-05,-0.044
1.019000e-05,-0.034
1.019200e-05,-0.036
1.019400e-05,-0.008
1.019600e-05,-0.002
1.019800e-05,0.064
1.020000e-05,0.072
1.020200e-05,0.136
1.020400e-05,0.144
1.020600e-05,0.162
1.020800e-05,0.142
1.021000e-05,0.16
1.021200e-05,0.118
1.021400e-05,0.14
1.021600e-05,0.104
1.021800e-05,0.116
1.022000e-05,0.104
1.022200e-05,0.108
1.022400e-05,0.096
1.022600e-05,0.104
1.022800e-05,0.082
1.023000e-05,0.094
1.023200e-05,0.068
1.023400e-05,0.08
1.023600e-05,0.058
1.023800e-05,0.066
1.024000e-05,0.052
1.024200e-05,0.058
1.024400e-05,0.046
1.024600e-05,0.052
1.024800e-05,0.038
1.025000e-05,0.044
1.025200e-05,0.03
1.025400e-05,0.038
1.025600e-05,0.022
1.025800e-05,0.028
1.026000e-05,0.016
1.026200e-05,0.022
1.026400e-05,0.008
1.026600e-05,0.016
1.026800e-05,0
1.027000e-05,0.008
1.027200e-05,-0.006
1.027400e-05,0.002
1.027600e-05,-0.014
1.027800e-05,-0.006
1.028000e-05,-0.018
1.028200e-05,-0.012
1.028400e-05,-0.024
1.028600e-05,-0.018
1.028800e-05,-0.028
1.029000e-05,-0.022
1.029200e-05,-0.032
1.029400e-05,-0.026
1.029600e-05,-0.036
1.029800e-05,-0.03
1.030000e-05,-0.038
1.030200e-05,-0.034
1.030400e-05,-0.044
1.030600e-05,-0.04
1.030800e-05,-0.048
1.031000e-05,-0.042
1.031200e-05,-0.052
1.031400e-05,-0.046
1.031600e-05,-0.052
1.031800e-05,-0.048
1.032000e-05,-0.052
1.032200e-05,-0.048
1.032400e-05,-0.052
1.032600e-05,-0.05
1.032800e-05,-0.054
1.033000e-05,-0.052
1.033200e-05,-0.056
1.033400e-05,-0.052
1.033600e-05,-0.058
1.033800e-05,-0.056
1.034000e-05,-0.058
1.034200e-05,-0.056
1.034400e-05,-0.06
1.034600e-05,-0.056
1.034800e-05,-0.06
1.035000e-05,-0.058
1.035200e-05,-0.064
1.035400e-05,-0.058
1.035600e-05,-0.064
1.035800e-05,-0.06
1.036000e-05,-0.064
1.036200e-05,-0.06
1.036400e-05,-0.064
1.036600e-05,-0.06
1.036800e-05,-0.064
1.037000e-05,-0.058
1.037200e-05,-0.062
1.037400e-05,-0.056
1.037600e-05,-0.058
1.037800e-05,-0.054
1.038000e-05,-0.054
1.038200e-05,-0.052
1.038400e-05,-0.05
1.038600e-05,-0.046
1.038800e-05,-0.044
1.039000e-05,-0.036
1.039200e-05,-0.034
1.039400e-05,-0.006
1.039600e-05,-0.002
1.039800e-05,0.064
1.040000e-05,0.072
1.040200e-05,0.136
1.040400e-05,0.14
1.040600e-05,0.162
1.040800e-05,0.142
1.041000e-05,0.158
1.041200e-05,0.116
1.041400e-05,0.138
1.041600e-05,0.106
1.041800e-05,0.116
1.042000e-05,0.102
1.042200e-05,0.106
1.042400e-05,0.094
1.042600e-05,0.104
1.042800e-05,0.082
1.043000e-05,0.092
1.043200e-05,0.07
1.043400e-05,0.08
1.043600e-05,0.06
1.043800e-05,0.07
1.044000e-05,0.054
1.044200e-05,0.058
1.044400e-05,0.046
1.044600e-05,0.052
1.044800e-05,0.038
1.045000e-05,0.044
1.045200e-05,0.03
1.045400e-05,0.038
1.045600e-05,0.022
1.045800e-05,0.03
1.046000e-05,0.016
1.046200e-05,0.024
1.046400e-05,0.006
1.046600e-05,0.014
1.046800e-05,0.002
1.047000e-05,0.008
1.047200e-05,-0.006
1.047400e-05,0
1.047600e-05,-0.012
1.047800e-05,-0.006
1.048000e-05,-0.018
1.048200e-05,-0.01
1.048400e-05,-0.024
1.048600e-05,-0.018
1.048800e-05,-0.028
1.049000e-05,-0.022
1.049200e-05,-0.03
1.049400e-05,-0.026
1.049600e-05,-0.036
1.049800e-05,-0.03
1.050000e-05,-0.04
1.050200e-05,-0.034
1.050400e-05,-0.046
1.050600e-05,-0.038
1.050800e-05,-0.046
1.051000e-05,-0.04
1.051200e-05,-0.05
1.051400e-05,-0.046
1.051600e-05,-0.052
1.051800e-05,-0.048
1.052000e-05,-0.054
1.052200e-05,-0.048
1.052400e-05,-0.056
1.052600e-05,-0.05
1.052800e-05,-0.056
1.053000e-05,-0.052
1.053200e-05,-0.056
1.053400e-05,-0.052
1.053600e-05,-0.058
1.053800e-05,-0.054
1.054000e-05,-0.058
1.054200e-05,-0.056
1.054400e-05,-0.062
1.054600e-05,-0.056
1.054800e-05,-0.062
1.055000e-05,-0.058
1.055200e-05,-0.062
1.055400e-05,-0.058
1.055600e-05,-0.064
1.055800e-05,-0.06
1.056000e-05,-0.064
1.056200e-05,-0.06
1.056400e-05,-0.064
1.056600e-05,-0.06
1.056800e-05,-0.064
1.057000e-05,-0.06
1.057200e-05,-0.062
1.057400e-05,-0.058
1.057600e-05,-0.06
1.057800e-05,-0.054
1.058000e-05,-0.056
1.058200e-05,-0.052
1.058400e-05,-0.052
1.058600e-05,-0.044
1.058800e-05,-0.046
1.059000e-05,-0.036
1.059200e-05,-0.034
1.059400e-05,-0.008
1.059600e-05,-0.002
1.059800e-05,0.062
1.060000e-05,0.072
1.060200e-05,0.136
1.060400e-05,0.14
1.060600e-05,0.162
1.060800e-05,0.14
1.061000e-05,0.162
1.061200e-05,0.116
1.061400e-05,0.14
1.061600e-05,0.106
1.061800e-05,0.116
1.062000e-05,0.104
1.062200e-05,0.108
1.062400e-05,0.096
1.062600e-05,0.102
1.062800e-05,0.082
1.063000e-05,0.094
1.063200e-05,0.07
1.063400e-05,0.08
1.063600e-05,0.06
1.063800e-05,0.068
1.064000e-05,0.052
1.064200e-05,0.06
1.064400e-05,0.046
1.064600e-05,0.052
1.064800e-05,0.038
1.065000e-05,0.046
1.065200e-05,0.028
1.065400e-05,0.038
1.065600e-05,0.02
1.065800e-05,0.03
1.066000e-05,0.016
1.066200e-05,0.024
1.066400e-05,0.008
1.066600e-05,0.014
1.066800e-05,0.002
1.067000e-05,0.008
1.067200e-05,-0.006
1.067400e-05,0
1.067600e-05,-0.012
1.067800e-05,-0.006
1.068000e-05,-0.018
1.068200e-05,-0.012
1.068400e-05,-0.022
1.068600e-05,-0.018
1.068800e-05,-0.028
1.069000e-05,-0.024
1.069200e-05,-0.032
1.069400e-05,-0.026
1.069600e-05,-0.038
1.069800e-05,-0.032
1.070000e-05,-0.04
1.070200e-05,-0.036
1.070400e-05,-0.044
1.070600e-05,-0.038
1.070800e-05,-0.05
1.071000e-05,-0.044
1.071200e-05,-0.05
1.071400e-05,-0.046
1.071600e-05,-0.052
1.071800e-05,-0.05
1.072000e-05,-0.052
1.072200e-05,-0.05
1.072400e-05,-0.052
1.072600e-05,-0.05
1.072800e-05,-0.054
1.073000e-05,-0.052
1.073200e-05,-0.056
1.073400e-05,-0.052
1.073600e-05,-0.058
1.073800e-05,-0.054
1.074000e-05,-0.058
1.074200e-05,-0.056
1.074400e-05,-0.062
1.074600e-05,-0.056
1.074800e-05,-0.062
1.075000e-05,-0.058
1.075200e-05,-0.062
1.075400e-05,-0.058
1.075600e-05,-0.064
1.075800e-05,-0.058
1.076000e-05,-0.062
1.076200e-05,-0.06
1.076400e-05,-0.062
1.076600e-05,-0.06
1.076800e-05,-0.062
1.077000e-05,-0.06
1.077200e-05,-0.06
1.077400e-05,-0.058
1.077600e-05,-0.06
1.077800e-05,-0.056
1.078000e-05,-0.058
1.078200e-05,-0.05
1.078400e-05,-0.05
1.078600e-05,-0.044
1.078800e-05,-0.046
1.079000e-05,-0.036
1.079200e-05,-0.034
1.079400e-05,-0.012
1.079600e-05,-0.004
1.079800e-05,0.062
1.080000e-05,0.07
1.080200e-05,0.136
1.080400e-05,0.144
1.080600e-05,0.162
1.080800e-05,0.142
1.081000e-05,0.162
1.081200e-05,0.116
1.081400e-05,0.14
1.081600e-05,0.108
1.081800e-05,0.116
1.082000e-05,0.104
1.082200e-05,0.108
1.082400e-05,0.096
1.082600e-05,0.104
1.082800e-05,0.082
1.083000e-05,0.094
1.083200e-05,0.07
1.083400e-05,0.08
1.083600e-05,0.06
1.083800e-05,0.07
1.084000e-05,0.052
1.084200e-05,0.06
1.084400e-05,0.046
1.084600e-05,0.052
1.084800e-05,0.038
1.085000e-05,0.046
1.085200e-05,0.028
1.085400e-05,0.038
1.085600e-05,0.022
1.085800e-05,0.028
1.086000e-05,0.016
1.086200e-05,0.022
1.086400e-05,0.008
1.086600e-05,0.016
1.086800e-05,0.002
1.087000e-05,0.008
1.087200e-05,-0.006
1.087400e-05,0
1.087600e-05,-0.012
1.087800e-05,-0.008
1.088000e-05,-0.02
1.088200e-05,-0.012
1.088400e-05,-0.024
1.088600e-05,-0.016
1.088800e-05,-0.028
1.089000e-05,-0.022
1.089200e-05,-0.032
1.089400e-05,-0.026
1.089600e-05,-0.036
1.089800e-05,-0.032
1.090000e-05,-0.04
1.090200e-05,-0.036
1.090400e-05,-0.044
1.090600e-05,-0.04
1.090800e-05,-0.048
1.091000e-05,-0.044
1.091200e-05,-0.052
1.091400e-05,-0.046
1.091600e-05,-0.052
1.091800e-05,-0.048
1.092000e-05,-0.052
1.092200e-05,-0.05
1.092400e-05,-0.054
1.092600e-05,-0.05
1.092800e-05,-0.054
1.093000e-05,-0.05
1.093200e-05,-0.056
1.093400e-05,-0.054
1.093600e-05,-0.058
1.093800e-05,-0.056
1.094000e-05,-0.058
1.094200e-05,-0.056
1.094400e-05,-0.06
1.094600e-05,-0.056
1.094800e-05,-0.06
1.095000e-05,-0.058
1.095200e-05,-0.062
1.095400e-05,-0.058
1.095600e-05,-0.064
1.095800e-05,-0.058
1.096000e-05,-0.064
1.096200e-05,-0.06
1.096400e-05,-0.064
1.096600e-05,-0.06
1.096800e-05,-0.062
1.097000e-05,-0.06
1.097200e-05,-0.062
1.097400e-05,-0.058
1.097600e-05,-0.06
1.097800e-05,-0.054
1.098000e-05,-0.056
1.098200e-05,-0.052
1.098400e-05,-0.052
1.098600e-05,-0.046
1.098800e-05,-0.046
1.099000e-05,-0.036
1.099200e-05,-0.034
1.099400e-05,-0.008
1.099600e-05,-0.004
1.099800e-05,0.062
1.100000e-05,0.07
1.100200e-05,0.134
1.100400e-05,0.142
1.100600e-05,0.16
1.100800e-05,0.142
1.101000e-05,0.16
1.101200e-05,0.116
1.101400e-05,0.138
1.101600e-05,0.108
1.101800e-05,0.116
1.102000e-05,0.102
1.102200e-05,0.108
1.102400e-05,0.096
1.102600e-05,0.104
1.102800e-05,0.082
1.103000e-05,0.096
1.103200e-05,0.07
1.103400e-05,0.082
1.103600e-05,0.06
1.103800e-05,0.068
1.104000e-05,0.052
1.104200e-05,0.06
1.104400e-05,0.044
1.104600e-05,0.052
1.104800e-05,0.036
1.105000e-05,0.044
1.105200e-05,0.03
1.105400e-05,0.038
1.105600e-05,0.022
1.105800e-05,0.03
1.106000e-05,0.014
1.106200e-05,0.022
1.106400e-05,0.008
1.106600e-05,0.014
1.106800e-05,0
1.107000e-05,0.008
1.107200e-05,-0.006
1.107400e-05,0
1.107600e-05,-0.014
1.107800e-05,-0.006
1.108000e-05,-0.018
1.108200e-05,-0.012
1.108400e-05,-0.024
1.108600e-05,-0.018
1.108800e-05,-0.026
1.109000e-05,-0.024
1.109200e-05,-0.032
1.109400e-05,-0.026
1.109600e-05,-0.038
1.109800e-05,-0.032
1.110000e-05,-0.04
1.110200e-05,-0.036
1.110400e-05,-0.044
1.110600e-05,-0.038
1.110800e-05,-0.046
1.111000e-05,-0.044
1.111200e-05,-0.05
1.111400e-05,-0.046
1.111600e-05,-0.052
1.111800e-05,-0.05
1.112000e-05,-0.054
1.112200e-05,-0.05
1.112400e-05,-0.054
1.112600e-05,-0.05
1.112800e-05,-0.054
1.113000e-05,-0.052
1.113200e-05,-0.058
1.113400e-05,-0.054
1.113600e-05,-0.058
1.113800e-05,-0.054
1.114000e-05,-0.058
1.114200e-05,-0.056
1.114400e-05,-0.06
1.114600e-05,-0.058
1.114800e-05,-0.06
1.115000e-05,-0.058
1.115200e-05,-0.062
1.115400e-05,-0.058
1.115600e-05,-0.062
1.115800e-05,-0.06
1.116000e-05,-0.064
1.116200e-05,-0.058
1.116400e-05,-0.064
1.116600e-05,-0.062
1.116800e-05,-0.062
1.117000e-05,-0.06
1.117200e-05,-0.062
1.117400e-05,-0.058
1.117600e-05,-0.06
1.117800e-05,-0.056
1.118000e-05,-0.056
1.118200e-05,-0.052
1.118400e-05,-0.05
1.118600e-05,-0.044
1.118800e-05,-0.044
1.119000e-05,-0.036
1.119200e-05,-0.034
1.119400e-05,-0.008
1.119600e-05,-0.004
1.119800e-05,0.064
1.120000e-05,0.072
1.120200e-05,0.136
1.120400e-05,0.142
1.120600e-05,0.16
1.120800e-05,0.142
1.121000e-05,0.162
1.121200e-05,0.118
1.121400e-05,0.136
1.121600e-05,0.106
1.121800e-05,0.114
1.122000e-05,0.102
1.122200e-05,0.106
1.122400e-05,0.094
1.122600e-05,0.106
1.122800e-05,0.082
1.123000e-05,0.094
1.123200e-05,0.07
1.123400e-05,0.08
1.123600e-05,0.06
1.123800e-05,0.07
1.124000e-05,0.054
1.124200e-05,0.06
1.124400e-05,0.046
1.124600e-05,0.054
1.124800e-05,0.036
1.125000e-05,0.046
1.125200e-05,0.03
1.125400e-05,0.036
1.125600e-05,0.022
1.125800e-05,0.03
1.126000e-05,0.014
1.126200e-05,0.024
1.126400e-05,0.006
1.126600e-05,0.014
1.126800e-05,-0.002
1.127000e-05,0.008
1.127200e-05,-0.004
1.127400e-05,0
1.127600e-05,-0.014
1.127800e-05,-0.006
1.128000e-05,-0.018
1.128200e-05,-0.012
1.128400e-05,-0.022
1.128600e-05,-0.018
1.128800e-05,-0.026
1.129000e-05,-0.024
1.129200e-05,-0.032
1.129400e-05,-0.026
1.129600e-05,-0.036
1.129800e-05,-0.032
1.130000e-05,-0.038
1.130200e-05,-0.034
1.130400e-05,-0.046
1.130600e-05,-0.038
1.130800e-05,-0.048
1.131000e-05,-0.044
1.131200e-05,-0.05
1.131400e-05,-0.046
1.131600e-05,-0.052
1.131800e-05,-0.05
1.132000e-05,-0.052
1.132200e-05,-0.048
1.132400e-05,-0.054
1.132600e-05,-0.05
1.132800e-05,-0.056
1.133000e-05,-0.05
1.133200e-05,-0.058
1.133400e-05,-0.052
1.133600e-05,-0.058
1.133800e-05,-0.054
1.134000e-05,-0.058
1.134200e-05,-0.056
1.134400e-05,-0.06
1.134600e-05,-0.056
1.134800e-05,-0.06
1.135000e-05,-0.058
1.135200e-05,-0.062
1.135400e-05,-0.058
1.135600e-05,-0.062
1.135800e-05,-0.06
1.136000e-05,-0.062
1.136200e-05,-0.06
1.136400e-05,-0.062
1.136600e-05,-0.06
1.136800e-05,-0.062
1.137000e-05,-0.058
1.137200e-05,-0.062
1.137400e-05,-0.058
1.137600e-05,-0.058
1.137800e-05,-0.056
1.138000e-05,-0.056
1.138200e-05,-0.05
1.138400e-05,-0.052
1.138600e-05,-0.044
1.138800e-05,-0.044
1.139000e-05,-0.034
1.139200e-05,-0.034
1.139400e-05,-0.008
1.139600e-05,-0.004
1.139800e-05,0.062
1.140000e-05,0.07
1.140200e-05,0.136
1.140400e-05,0.14
1.140600e-05,0.16
1.140800e-05,0.142
1.141000e-05,0.162
1.141200e-05,0.118
1.141400e-05,0.14
1.141600e-05,0.108
1.141800e-05,0.116
1.142000e-05,0.104
1.142200e-05,0.11
1.142400e-05,0.096
1.142600e-05,0.106
1.142800e-05,0.084
1.143000e-05,0.096
1.143200e-05,0.07
1.143400e-05,0.082
1.143600e-05,0.06
1.143800e-05,0.07
1.144000e-05,0.052
1.144200e-05,0.062
1.144400e-05,0.044
1.144600e-05,0.052
1.144800e-05,0.038
1.145000e-05,0.046
1.145200e-05,0.026
1.145400e-05,0.04
1.145600e-05,0.022
1.145800e-05,0.03
1.146000e-05,0.014
1.146200e-05,0.022
1.146400e-05,0.008
1.146600e-05,0.014
1.146800e-05,0
1.147000e-05,0.008
1.147200e-05,-0.008
1.147400e-05,0
1.147600e-05,-0.014
1.147800e-05,-0.006
1.148000e-05,-0.018
1.148200e-05,-0.012
1.148400e-05,-0.024
1.148600e-05,-0.018
1.148800e-05,-0.028
1.149000e-05,-0.02
1.149200e-05,-0.032
1.149400e-05,-0.026
1.149600e-05,-0.036
1.149800e-05,-0.032
1.150000e-05,-0.04
1.150200e-05,-0.036
1.150400e-05,-0.044
1.150600e-05,-0.038
1.150800e-05,-0.048
1.151000e-05,-0.044
1.151200e-05,-0.05
1.151400e-05,-0.046
1.151600e-05,-0.052
1.151800e-05,-0.048
1.152000e-05,-0.052
1.152200e-05,-0.048
1.152400e-05,-0.054
1.152600e-05,-0.05
1.152800e-05,-0.058
1.153000e-05,-0.052
1.153200e-05,-0.058
1.153400e-05,-0.054
1.153600e-05,-0.058
1.153800e-05,-0.054
1.154000e-05,-0.058
1.154200e-05,-0.056
1.154400e-05,-0.06
1.154600e-05,-0.056
1.154800e-05,-0.062
1.155000e-05,-0.058
1.155200e-05,-0.062
1.155400e-05,-0.06
1.155600e-05,-0.062
1.155800e-05,-0.06
1.156000e-05,-0.064
1.156200e-05,-0.06
1.156400e-05,-0.062
1.156600e-05,-0.06
1.156800e-05,-0.064
1.157000e-05,-0.06
1.157200e-05,-0.06
1.157400e-05,-0.058
1.157600e-05,-0.06
1.157800e-05,-0.056
1.158000e-05,-0.056
1.158200e-05,-0.05
1.158400e-05,-0.05
1.158600e-05,-0.044
1.158800e-05,-0.044
1.159000e-05,-0.038
1.159200e-05,-0.036
1.159400e-05,-0.01
1.159600e-05,-0.002
1.159800e-05,0.062
1.160000e-05,0.07
1.160200e-05,0.136
1.160400e-05,0.14
1.160600e-05,0.16
1.160800e-05,0.142
1.161000e-05,0.162
1.161200e-05,0.118
1.161400e-05,0.14
1.161600e-05,0.108
1.161800e-05,0.116
1.162000e-05,0.104
1.162200e-05,0.108
1.162400e-05,0.098
1.162600e-05,0.104
1.162800e-05,0.082
1.163000e-05,0.096
1.163200e-05,0.07
1.163400e-05,0.08
1.163600e-05,0.06
1.163800e-05,0.07
1.164000e-05,0.052
1.164200e-05,0.058
1.164400e-05,0.046
1.164600e-05,0.052
1.164800e-05,0.036
1.165000e-05,0.046
1.165200e-05,0.03
1.165400e-05,0.036
1.165600e-05,0.024
1.165800e-05,0.028
1.166000e-05,0.016
1.166200e-05,0.024
1.166400e-05,0.008
1.166600e-05,0.018
1.166800e-05,0
1.167000e-05,0.008
1.167200e-05,-0.006
1.167400e-05,0
1.167600e-05,-0.012
1.167800e-05,-0.004
1.168000e-05,-0.018
1.168200e-05,-0.012
1.168400e-05,-0.026
1.168600e-05,-0.016
1.168800e-05,-0.028
1.169000e-05,-0.024
1.169200e-05,-0.032
1.169400e-05,-0.028
1.169600e-05,-0.036
1.169800e-05,-0.032
1.170000e-05,-0.038
1.170200e-05,-0.036
1.170400e-05,-0.044
1.170600e-05,-0.04
1.170800e-05,-0.048
1.171000e-05,-0.046
1.171200e-05,-0.05
1.171400e-05,-0.046
1.171600e-05,-0.052
1.171800e-05,-0.048
1.172000e-05,-0.052
1.172200e-05,-0.05
1.172400e-05,-0.054
1.172600e-05,-0.05
1.172800e-05,-0.054
1.173000e-05,-0.052
1.173200e-05,-0.056
1.173400e-05,-0.052
1.173600e-05,-0.058
1.173800e-05,-0.056
1.174000e-05,-0.06
1.174200e-05,-0.056
1.174400e-05,-0.062
1.174600e-05,-0.058
1.174800e-05,-0.062
1.175000e-05,-0.058
1.175200e-05,-0.064
1.175400e-05,-0.058
1.175600e-05,-0.064
1.175800e-05,-0.06
1.176000e-05,-0.064
1.176200e-05,-0.058
1.176400e-05,-0.066
1.176600e-05,-0.058
1.176800e-05,-0.064
1.177000e-05,-0.06
1.177200e-05,-0.062
1.177400e-05,-0.058
1.177600e-05,-0.06
1.177800e-05,-0.056
1.178000e-05,-0.056
1.178200e-05,-0.05
1.178400e-05,-0.052
1.178600e-05,-0.046
1.178800e-05,-0.046
1.179000e-05,-0.036
1.179200e-05,-0.034
1.179400e-05,-0.01
1.179600e-05,-0.004
1.179800e-05,0.06
1.180000e-05,0.07
1.180200e-05,0.134
1.180400e-05,0.14
1.180600e-05,0.162
1.180800e-05,0.142
1.181000e-05,0.16
1.181200e-05,0.118
1.181400e-05,0.138
1.181600e-05,0.108
1.181800e-05,0.114
1.182000e-05,0.102
1.182200e-05,0.108
1.182400e-05,0.096
1.182600e-05,0.104
1.182800e-05,0.082
1.183000e-05,0.096
1.183200e-05,0.07
1.183400e-05,0.082
1.183600e-05,0.058
1.183800e-05,0.07
1.184000e-05,0.052
1.184200e-05,0.058
1.184400e-05,0.046
1.184600e-05,0.05
1.184800e-05,0.038
1.185000e-05,0.046
1.185200e-05,0.03
1.185400e-05,0.038
1.185600e-05,0.022
1.185800e-05,0.03
1.186000e-05,0.014
1.186200e-05,0.02
1.186400e-05,0.008
1.186600e-05,0.014
1.186800e-05,0
1.187000e-05,0.008
1.187200e-05,-0.008
1.187400e-05,0
1.187600e-05,-0.014
1.187800e-05,-0.006
1.188000e-05,-0.018
1.188200e-05,-0.014
1.188400e-05,-0.024
1.188600e-05,-0.016
1.188800e-05,-0.028
1.189000e-05,-0.02
1.189200e-05,-0.032
1.189400e-05,-0.028
1.189600e-05,-0.036
1.189800e-05,-0.03
1.190000e-05,-0.042
1.190200e-05,-0.034
1.190400e-05,-0.044
1.190600e-05,-0.04
1.190800e-05,-0.048
1.191000e-05,-0.042
1.191200e-05,-0.052
1.191400e-05,-0.046
1.191600e-05,-0.052
1.191800e-05,-0.048
1.192000e-05,-0.052
1.192200e-05,-0.05
1.192400e-05,-0.052
1.192600e-05,-0.052
1.192800e-05,-0.056
1.193000e-05,-0.052
1.193200e-05,-0.058
1.193400e-05,-0.052
1.193600e-05,-0.058
1.193800e-05,-0.052
1.194000e-05,-0.058
1.194200e-05,-0.056
1.194400e-05,-0.062
1.194600e-05,-0.058
1.194800e-05,-0.062
1.195000e-05,-0.058
1.195200e-05,-0.062
1.195400e-05,-0.058
1.195600e-05,-0.064
1.195800e-05,-0.06
1.196000e-05,-0.064
1.196200e-05,-0.06
1.196400e-05,-0.064
1.196600e-05,-0.06
1.196800e-05,-0.062
1.197000e-05,-0.058
1.197200e-05,-0.06
1.197400e-05,-0.058
1.197600e-05,-0.06
1.197800e-05,-0.056
1.198000e-05,-0.054
1.198200e-05,-0.05
1.198400e-05,-0.052
1.198600e-05,-0.046
1.198800e-05,-0.044
1.199000e-05,-0.036
1.199200e-05,-0.034
1.199400e-05,-0.008
1.199600e-05,-0.004
1.199800e-05,0.062
1.200000e-05,0.072
1.200200e-05,0.136
1.200400e-05,0.142
1.200600e-05,0.16
1.200800e-05,0.142
1.201000e-05,0.164
